id,area_name,Households,00_10K,10_15K,15_25K,25_35K,35_50K,50_75K,75_100K,100_150K,150_200K,200K_UP,with_internet,dialup_internet,any_broadband,with_cellular_broadband,only_cellular_broadband,cable_broadband,satellite_broadband,no_internet,Population,Hispanic_Latino,Black,White,Asian
1400000US48113016621,"Census Tract 166.21, Dallas County, Texas",1952,0.068,0.037000000000000005,0.11699999999999999,0.094,0.099,0.22899999999999998,0.126,0.13,0.08199999999999999,0.018000000000000002,0.815,0.006,0.809,0.5820000000000001,0.163,0.619,0.064,0.185,6001,0.28800000000000003,0.613,0.073,0.0
1400000US48113016622,"Census Tract 166.22, Dallas County, Texas",1179,0.10300000000000001,0.049,0.068,0.04,0.10400000000000001,0.231,0.18,0.20600000000000002,0.01,0.009000000000000001,0.841,0.0,0.841,0.617,0.193,0.612,0.051,0.159,4069,0.281,0.5660000000000001,0.131,0.0
1400000US48113016623,"Census Tract 166.23, Dallas County, Texas",2002,0.011000000000000001,0.012,0.026000000000000002,0.142,0.10300000000000001,0.248,0.154,0.17800000000000002,0.09699999999999999,0.027000000000000003,0.902,0.002,0.9,0.73,0.126,0.7120000000000001,0.107,0.098,6808,0.20800000000000002,0.634,0.10400000000000001,0.015
1400000US48113016624,"Census Tract 166.24, Dallas County, Texas",1098,0.022000000000000002,0.021,0.052000000000000005,0.114,0.16,0.168,0.253,0.13699999999999998,0.049,0.024,0.893,0.0,0.893,0.536,0.10800000000000001,0.742,0.086,0.107,3090,0.138,0.688,0.161,0.01
1400000US48113016625,"Census Tract 166.25, Dallas County, Texas",3165,0.035,0.027000000000000003,0.040999999999999995,0.071,0.085,0.22,0.141,0.263,0.069,0.048,0.9179999999999999,0.0,0.9179999999999999,0.531,0.068,0.8240000000000001,0.096,0.08199999999999999,10471,0.242,0.64,0.091,0.008
1400000US48113016626,"Census Tract 166.26, Dallas County, Texas",1593,0.048,0.063,0.075,0.084,0.21899999999999997,0.257,0.115,0.102,0.035,0.003,0.8759999999999999,0.0,0.8759999999999999,0.616,0.122,0.721,0.098,0.124,4831,0.261,0.59,0.128,0.002
1400000US48113016701,"Census Tract 167.01, Dallas County, Texas",2514,0.084,0.078,0.14800000000000002,0.17600000000000002,0.207,0.115,0.105,0.048,0.019,0.02,0.419,0.0,0.419,0.325,0.141,0.26,0.023,0.581,7290,0.11,0.8740000000000001,0.006,0.0
1400000US48113016703,"Census Tract 167.03, Dallas County, Texas",3389,0.09300000000000001,0.063,0.094,0.114,0.13,0.146,0.153,0.149,0.032,0.025,0.77,0.005,0.765,0.46299999999999997,0.17,0.5529999999999999,0.061,0.23,11327,0.251,0.6629999999999999,0.052000000000000005,0.004
1400000US48113016704,"Census Tract 167.04, Dallas County, Texas",1316,0.065,0.059000000000000004,0.09300000000000001,0.11900000000000001,0.11900000000000001,0.253,0.171,0.079,0.037000000000000005,0.005,0.789,0.0,0.789,0.483,0.11800000000000001,0.631,0.14400000000000002,0.21100000000000002,4435,0.242,0.653,0.07200000000000001,0.011000000000000001
1400000US48113016705,"Census Tract 167.05, Dallas County, Texas",2515,0.069,0.045,0.08199999999999999,0.10800000000000001,0.165,0.273,0.133,0.078,0.037000000000000005,0.011000000000000001,0.8009999999999999,0.0,0.8009999999999999,0.5820000000000001,0.188,0.5770000000000001,0.09699999999999999,0.19899999999999998,7161,0.191,0.73,0.062,0.005
1400000US48113016802,"Census Tract 168.02, Dallas County, Texas",1428,0.061,0.017,0.048,0.073,0.10099999999999999,0.184,0.254,0.134,0.11,0.018000000000000002,0.828,0.006,0.8220000000000001,0.66,0.146,0.562,0.162,0.172,4233,0.29100000000000004,0.46399999999999997,0.192,0.0
1400000US48113016803,"Census Tract 168.03, Dallas County, Texas",2168,0.081,0.106,0.096,0.17300000000000001,0.149,0.16699999999999998,0.13699999999999998,0.068,0.017,0.006,0.716,0.0,0.716,0.539,0.145,0.5710000000000001,0.036000000000000004,0.284,5783,0.146,0.606,0.187,0.013000000000000001
1400000US48113016804,"Census Tract 168.04, Dallas County, Texas",2796,0.028999999999999998,0.048,0.09699999999999999,0.055,0.153,0.263,0.16399999999999998,0.142,0.037000000000000005,0.011000000000000001,0.846,0.0,0.846,0.6459999999999999,0.133,0.696,0.07400000000000001,0.154,7974,0.09300000000000001,0.816,0.068,0.0
1400000US48113016902,"Census Tract 169.02, Dallas County, Texas",1186,0.098,0.073,0.131,0.153,0.174,0.159,0.07400000000000001,0.094,0.019,0.025,0.752,0.004,0.748,0.598,0.233,0.502,0.068,0.248,6087,0.385,0.36,0.215,0.0
1400000US48113016903,"Census Tract 169.03, Dallas County, Texas",1622,0.042,0.124,0.08900000000000001,0.146,0.11699999999999999,0.27399999999999997,0.069,0.11699999999999999,0.018000000000000002,0.004,0.674,0.0,0.674,0.5670000000000001,0.306,0.255,0.092,0.326,5363,0.488,0.263,0.23399999999999999,0.002
1400000US48113017001,"Census Tract 170.01, Dallas County, Texas",2548,0.11,0.036000000000000004,0.127,0.099,0.20600000000000002,0.15,0.139,0.07200000000000001,0.039,0.021,0.6459999999999999,0.001,0.6459999999999999,0.449,0.16699999999999998,0.414,0.077,0.354,10141,0.439,0.15,0.391,0.0
1400000US48113017003,"Census Tract 170.03, Dallas County, Texas",3348,0.057,0.073,0.094,0.165,0.159,0.18100000000000002,0.13,0.113,0.016,0.013000000000000001,0.726,0.0,0.726,0.574,0.151,0.517,0.077,0.27399999999999997,11794,0.501,0.147,0.341,0.006
1400000US48113017004,"Census Tract 170.04, Dallas County, Texas",2686,0.059000000000000004,0.061,0.18600000000000003,0.17800000000000002,0.115,0.247,0.08800000000000001,0.039,0.006999999999999999,0.019,0.7979999999999999,0.0,0.7979999999999999,0.654,0.272,0.496,0.049,0.20199999999999999,9997,0.73,0.065,0.184,0.0
1400000US48113017101,"Census Tract 171.01, Dallas County, Texas",1690,0.06,0.023,0.086,0.069,0.18600000000000003,0.26899999999999996,0.153,0.12,0.01,0.024,0.7709999999999999,0.0,0.7709999999999999,0.6729999999999999,0.215,0.496,0.08900000000000001,0.22899999999999998,6121,0.539,0.217,0.235,0.0
1400000US48113017102,"Census Tract 171.02, Dallas County, Texas",1631,0.066,0.038,0.107,0.131,0.245,0.207,0.109,0.076,0.006999999999999999,0.013999999999999999,0.7190000000000001,0.0,0.7190000000000001,0.562,0.264,0.413,0.015,0.281,5871,0.6609999999999999,0.171,0.149,0.0
1400000US48113017201,"Census Tract 172.01, Dallas County, Texas",1497,0.044000000000000004,0.07200000000000001,0.158,0.134,0.161,0.259,0.086,0.075,0.005,0.006,0.7809999999999999,0.0,0.7809999999999999,0.6579999999999999,0.33,0.444,0.025,0.21899999999999997,5636,0.63,0.207,0.161,0.0
1400000US48113017202,"Census Tract 172.02, Dallas County, Texas",2416,0.087,0.046,0.161,0.161,0.163,0.141,0.11800000000000001,0.10099999999999999,0.022000000000000002,0.0,0.777,0.0,0.777,0.635,0.22399999999999998,0.514,0.08199999999999999,0.223,7911,0.48700000000000004,0.252,0.23,0.027999999999999997
1400000US48113017301,"Census Tract 173.01, Dallas County, Texas",1529,0.03,0.008,0.135,0.065,0.16399999999999998,0.22399999999999998,0.11800000000000001,0.188,0.053,0.016,0.7979999999999999,0.0,0.7979999999999999,0.584,0.106,0.606,0.085,0.20199999999999999,6137,0.501,0.26,0.22,0.0
1400000US48113017303,"Census Tract 173.03, Dallas County, Texas",2372,0.011000000000000001,0.008,0.106,0.076,0.139,0.249,0.166,0.17300000000000001,0.054000000000000006,0.019,0.855,0.0,0.855,0.674,0.079,0.72,0.095,0.145,7711,0.384,0.221,0.335,0.019
1400000US48113017304,"Census Tract 173.04, Dallas County, Texas",2755,0.02,0.0,0.031,0.055999999999999994,0.075,0.217,0.128,0.297,0.146,0.027999999999999997,0.9740000000000001,0.0,0.9740000000000001,0.805,0.065,0.8440000000000001,0.162,0.026000000000000002,10408,0.36,0.265,0.26899999999999996,0.067
1400000US48113017305,"Census Tract 173.05, Dallas County, Texas",3124,0.022000000000000002,0.006,0.012,0.027999999999999997,0.084,0.258,0.179,0.256,0.105,0.049,0.9520000000000001,0.0,0.9520000000000001,0.773,0.139,0.789,0.077,0.048,10399,0.268,0.425,0.252,0.025
1400000US48113017306,"Census Tract 173.06, Dallas County, Texas",2207,0.028999999999999998,0.013999999999999999,0.04,0.122,0.046,0.23199999999999998,0.172,0.297,0.028999999999999998,0.019,0.94,0.0,0.94,0.773,0.14800000000000002,0.765,0.151,0.06,8339,0.409,0.325,0.25,0.01
1400000US48113017400,"Census Tract 174, Dallas County, Texas",1708,0.055999999999999994,0.035,0.096,0.124,0.251,0.163,0.132,0.133,0.0,0.009000000000000001,0.873,0.009000000000000001,0.8640000000000001,0.6940000000000001,0.133,0.691,0.047,0.127,5590,0.35200000000000004,0.20199999999999999,0.426,0.0
1400000US48113017500,"Census Tract 175, Dallas County, Texas",1249,0.062,0.015,0.067,0.094,0.11699999999999999,0.262,0.11599999999999999,0.175,0.071,0.02,0.853,0.0,0.853,0.716,0.121,0.621,0.135,0.147,3370,0.294,0.16,0.498,0.021
1400000US48113017602,"Census Tract 176.02, Dallas County, Texas",1130,0.034,0.066,0.121,0.18100000000000002,0.12,0.20800000000000002,0.057999999999999996,0.1,0.075,0.037000000000000005,0.855,0.0,0.855,0.754,0.105,0.6970000000000001,0.128,0.145,4157,0.479,0.24600000000000002,0.23600000000000002,0.019
1400000US48113017604,"Census Tract 176.04, Dallas County, Texas",878,0.038,0.09,0.091,0.165,0.17300000000000001,0.17300000000000001,0.139,0.131,0.0,0.0,0.8390000000000001,0.003,0.836,0.728,0.321,0.505,0.018000000000000002,0.161,3303,0.616,0.131,0.24100000000000002,0.0
1400000US48113017605,"Census Tract 176.05, Dallas County, Texas",1087,0.083,0.052000000000000005,0.113,0.13,0.228,0.142,0.145,0.061,0.025,0.022000000000000002,0.637,0.0,0.637,0.449,0.107,0.516,0.025,0.363,3773,0.6579999999999999,0.275,0.067,0.0
1400000US48113017606,"Census Tract 176.06, Dallas County, Texas",1269,0.026000000000000002,0.043,0.129,0.081,0.297,0.152,0.10800000000000001,0.125,0.039,0.0,0.888,0.0,0.888,0.8370000000000001,0.147,0.711,0.039,0.11199999999999999,5067,0.598,0.254,0.11599999999999999,0.019
1400000US48113017702,"Census Tract 177.02, Dallas County, Texas",2802,0.067,0.06,0.08800000000000001,0.077,0.174,0.18899999999999997,0.16699999999999998,0.08800000000000001,0.086,0.006,0.898,0.0,0.898,0.7290000000000001,0.12300000000000001,0.7340000000000001,0.071,0.102,7523,0.282,0.368,0.26899999999999996,0.052000000000000005
1400000US48113017703,"Census Tract 177.03, Dallas County, Texas",1622,0.11,0.062,0.107,0.15,0.223,0.248,0.065,0.031,0.004,0.0,0.8320000000000001,0.006999999999999999,0.825,0.614,0.309,0.441,0.078,0.168,5168,0.374,0.28,0.299,0.033
1400000US48113017704,"Census Tract 177.04, Dallas County, Texas",1866,0.10099999999999999,0.091,0.151,0.068,0.196,0.272,0.047,0.055,0.015,0.005,0.8170000000000001,0.005,0.812,0.6459999999999999,0.242,0.512,0.069,0.183,6087,0.603,0.141,0.22399999999999998,0.012
1400000US48113017804,"Census Tract 178.04, Dallas County, Texas",2464,0.066,0.07,0.09300000000000001,0.068,0.247,0.235,0.098,0.11,0.004,0.008,0.81,0.0,0.81,0.563,0.091,0.693,0.047,0.19,7832,0.43,0.319,0.225,0.0
1400000US48113017805,"Census Tract 178.05, Dallas County, Texas",1902,0.047,0.10800000000000001,0.1,0.127,0.21,0.24,0.083,0.08,0.0,0.005,0.833,0.0,0.833,0.6709999999999999,0.17800000000000002,0.6509999999999999,0.052000000000000005,0.16699999999999998,4931,0.386,0.24600000000000002,0.33899999999999997,0.018000000000000002
1400000US48113017806,"Census Tract 178.06, Dallas County, Texas",1571,0.031,0.096,0.083,0.111,0.183,0.33,0.078,0.040999999999999995,0.042,0.004,0.7659999999999999,0.0,0.7659999999999999,0.5770000000000001,0.24100000000000002,0.48100000000000004,0.042,0.23399999999999999,4641,0.565,0.171,0.262,0.0
1400000US48113017807,"Census Tract 178.07, Dallas County, Texas",2220,0.028999999999999998,0.05,0.091,0.165,0.146,0.23600000000000002,0.153,0.083,0.037000000000000005,0.008,0.7909999999999999,0.005,0.7859999999999999,0.6659999999999999,0.18,0.6,0.032,0.209,5954,0.562,0.15,0.261,0.008
1400000US48113017808,"Census Tract 178.08, Dallas County, Texas",1572,0.079,0.016,0.040999999999999995,0.094,0.134,0.21600000000000003,0.083,0.177,0.12,0.040999999999999995,0.9109999999999999,0.0,0.9109999999999999,0.703,0.077,0.8240000000000001,0.1,0.08900000000000001,4354,0.311,0.213,0.386,0.061
1400000US48113017811,"Census Tract 178.11, Dallas County, Texas",1379,0.026000000000000002,0.025,0.039,0.08800000000000001,0.12,0.255,0.16699999999999998,0.215,0.046,0.019,0.865,0.006999999999999999,0.8590000000000001,0.679,0.055999999999999994,0.782,0.059000000000000004,0.135,4150,0.27,0.184,0.447,0.057999999999999996
1400000US48113017812,"Census Tract 178.12, Dallas County, Texas",753,0.046,0.027000000000000003,0.07200000000000001,0.129,0.11599999999999999,0.20199999999999999,0.124,0.175,0.092,0.019,0.912,0.005,0.907,0.6920000000000001,0.078,0.772,0.055999999999999994,0.08800000000000001,2219,0.318,0.142,0.44799999999999995,0.052000000000000005
1400000US48113017813,"Census Tract 178.13, Dallas County, Texas",2441,0.019,0.013999999999999999,0.077,0.16899999999999998,0.239,0.20600000000000002,0.12,0.11199999999999999,0.031,0.013999999999999999,0.782,0.0,0.782,0.625,0.16699999999999998,0.608,0.035,0.218,6896,0.315,0.307,0.225,0.11599999999999999
1400000US48113017814,"Census Tract 178.14, Dallas County, Texas",1900,0.012,0.017,0.078,0.063,0.11699999999999999,0.23399999999999999,0.13699999999999998,0.20800000000000002,0.094,0.040999999999999995,0.828,0.0,0.828,0.643,0.102,0.703,0.057,0.172,5562,0.28,0.221,0.318,0.155
1400000US48113017900,"Census Tract 179, Dallas County, Texas",1378,0.036000000000000004,0.040999999999999995,0.092,0.156,0.207,0.308,0.094,0.061,0.006,0.0,0.775,0.0,0.775,0.6509999999999999,0.16,0.593,0.040999999999999995,0.225,5452,0.629,0.158,0.193,0.005
1400000US48113018001,"Census Tract 180.01, Dallas County, Texas",2166,0.065,0.047,0.115,0.067,0.10400000000000001,0.247,0.187,0.115,0.028999999999999998,0.025,0.7290000000000001,0.0,0.7290000000000001,0.607,0.205,0.511,0.028999999999999998,0.271,6572,0.515,0.161,0.271,0.005
1400000US48113018002,"Census Tract 180.02, Dallas County, Texas",954,0.037000000000000005,0.0,0.111,0.196,0.114,0.221,0.121,0.109,0.055,0.037000000000000005,0.784,0.018000000000000002,0.7659999999999999,0.638,0.11599999999999999,0.631,0.059000000000000004,0.21600000000000003,3391,0.631,0.105,0.22,0.031
1400000US48113018104,"Census Tract 181.04, Dallas County, Texas",2486,0.057,0.0,0.035,0.055999999999999994,0.051,0.153,0.075,0.264,0.152,0.156,0.924,0.0,0.924,0.763,0.132,0.787,0.15,0.076,7407,0.183,0.139,0.508,0.147
1400000US48113018105,"Census Tract 181.05, Dallas County, Texas",1571,0.05,0.0,0.071,0.111,0.20800000000000002,0.257,0.159,0.132,0.006999999999999999,0.006,0.777,0.0,0.777,0.626,0.14300000000000002,0.5720000000000001,0.055,0.223,6067,0.629,0.12,0.205,0.011000000000000001
1400000US48113018110,"Census Tract 181.10, Dallas County, Texas",2092,0.006999999999999999,0.027999999999999997,0.08800000000000001,0.083,0.174,0.115,0.14300000000000002,0.222,0.08800000000000001,0.053,0.9,0.006,0.894,0.6809999999999999,0.037000000000000005,0.838,0.075,0.1,4907,0.11199999999999999,0.10099999999999999,0.698,0.071
1400000US48113018111,"Census Tract 181.11, Dallas County, Texas",2060,0.146,0.033,0.08800000000000001,0.091,0.042,0.17600000000000002,0.172,0.188,0.038,0.026000000000000002,0.768,0.0,0.768,0.596,0.061,0.682,0.025,0.23199999999999998,6566,0.45399999999999996,0.244,0.281,0.0
1400000US48113018118,"Census Tract 181.18, Dallas County, Texas",2685,0.057999999999999996,0.034,0.057,0.061,0.094,0.19899999999999998,0.154,0.23199999999999998,0.046,0.065,0.904,0.006999999999999999,0.8959999999999999,0.746,0.158,0.7240000000000001,0.032,0.096,8531,0.261,0.259,0.239,0.22699999999999998
1400000US48113018120,"Census Tract 181.20, Dallas County, Texas",1461,0.013999999999999999,0.021,0.023,0.102,0.068,0.215,0.252,0.21100000000000002,0.042,0.053,0.986,0.005,0.981,0.769,0.113,0.816,0.061,0.013999999999999999,4815,0.344,0.16,0.308,0.152
1400000US48113018121,"Census Tract 181.21, Dallas County, Texas",1738,0.032,0.046,0.086,0.04,0.128,0.289,0.10099999999999999,0.20800000000000002,0.064,0.006,0.863,0.0,0.863,0.674,0.08,0.713,0.059000000000000004,0.13699999999999998,5290,0.45299999999999996,0.16699999999999998,0.294,0.081
1400000US48113018122,"Census Tract 181.22, Dallas County, Texas",5029,0.013000000000000001,0.0,0.059000000000000004,0.02,0.08199999999999999,0.16699999999999998,0.14,0.336,0.132,0.051,0.893,0.0,0.893,0.716,0.068,0.7809999999999999,0.017,0.107,16627,0.209,0.09699999999999999,0.522,0.124
1400000US48113018123,"Census Tract 181.23, Dallas County, Texas",2905,0.019,0.018000000000000002,0.084,0.045,0.105,0.209,0.201,0.228,0.07400000000000001,0.018000000000000002,0.929,0.006999999999999999,0.922,0.722,0.052000000000000005,0.846,0.076,0.071,9096,0.396,0.079,0.327,0.179
1400000US48113018124,"Census Tract 181.24, Dallas County, Texas",5865,0.021,0.027000000000000003,0.018000000000000002,0.068,0.032,0.125,0.136,0.28800000000000003,0.124,0.162,0.973,0.005,0.968,0.741,0.040999999999999995,0.9059999999999999,0.021,0.027000000000000003,18543,0.19,0.17300000000000001,0.527,0.085
1400000US48113018126,"Census Tract 181.26, Dallas County, Texas",2185,0.025,0.027999999999999997,0.033,0.081,0.162,0.24600000000000002,0.198,0.165,0.037000000000000005,0.024,0.9229999999999999,0.012,0.9109999999999999,0.79,0.109,0.778,0.049,0.077,6771,0.49700000000000005,0.153,0.313,0.023
1400000US48113018127,"Census Tract 181.27, Dallas County, Texas",883,0.036000000000000004,0.022000000000000002,0.13,0.11,0.11599999999999999,0.284,0.16,0.109,0.031,0.003,0.892,0.006,0.887,0.7,0.136,0.6679999999999999,0.077,0.10800000000000001,3017,0.5770000000000001,0.085,0.26899999999999996,0.027000000000000003
1400000US48113018128,"Census Tract 181.28, Dallas County, Texas",1928,0.078,0.021,0.067,0.163,0.183,0.203,0.14400000000000002,0.095,0.03,0.016,0.84,0.0,0.84,0.6859999999999999,0.225,0.591,0.04,0.16,6226,0.44299999999999995,0.266,0.23,0.031
1400000US48113018129,"Census Tract 181.29, Dallas County, Texas",1800,0.028999999999999998,0.017,0.08199999999999999,0.16,0.15,0.245,0.121,0.102,0.034,0.061,0.833,0.0,0.833,0.684,0.121,0.647,0.063,0.16699999999999998,5176,0.295,0.26,0.396,0.045
1400000US48113018130,"Census Tract 181.30, Dallas County, Texas",1844,0.057999999999999996,0.078,0.133,0.135,0.247,0.159,0.08800000000000001,0.065,0.022000000000000002,0.015,0.863,0.005,0.858,0.6609999999999999,0.214,0.597,0.033,0.13699999999999998,4357,0.294,0.419,0.239,0.005
1400000US48113018132,"Census Tract 181.32, Dallas County, Texas",1714,0.012,0.0,0.034,0.051,0.215,0.175,0.22699999999999998,0.16,0.073,0.053,0.955,0.0,0.955,0.772,0.078,0.838,0.07400000000000001,0.045,4983,0.18600000000000003,0.23399999999999999,0.493,0.06
1400000US48113018133,"Census Tract 181.33, Dallas County, Texas",1317,0.005,0.011000000000000001,0.026000000000000002,0.062,0.096,0.18100000000000002,0.34,0.185,0.051,0.043,0.9740000000000001,0.0,0.9740000000000001,0.6779999999999999,0.066,0.875,0.085,0.026000000000000002,3791,0.147,0.207,0.59,0.023
1400000US48113018134,"Census Tract 181.34, Dallas County, Texas",1906,0.0,0.022000000000000002,0.033,0.039,0.111,0.14400000000000002,0.242,0.294,0.095,0.02,0.934,0.0,0.934,0.705,0.05,0.845,0.011000000000000001,0.066,5559,0.25,0.156,0.528,0.017
1400000US48113018135,"Census Tract 181.35, Dallas County, Texas",1259,0.032,0.0,0.07,0.129,0.079,0.18,0.11599999999999999,0.20199999999999999,0.079,0.113,0.919,0.0,0.919,0.648,0.113,0.752,0.083,0.081,4006,0.19399999999999998,0.196,0.475,0.106
1400000US48113018136,"Census Tract 181.36, Dallas County, Texas",2874,0.018000000000000002,0.011000000000000001,0.015,0.055,0.067,0.13,0.14,0.244,0.14800000000000002,0.172,0.932,0.012,0.92,0.713,0.046,0.855,0.065,0.068,8101,0.146,0.09300000000000001,0.6729999999999999,0.07400000000000001
1400000US48113018137,"Census Tract 181.37, Dallas County, Texas",1366,0.018000000000000002,0.045,0.096,0.063,0.17300000000000001,0.19,0.087,0.203,0.08199999999999999,0.042,0.905,0.006999999999999999,0.898,0.703,0.11599999999999999,0.762,0.045,0.095,3887,0.226,0.19699999999999998,0.349,0.195
1400000US48113018138,"Census Tract 181.38, Dallas County, Texas",1980,0.051,0.044000000000000004,0.113,0.209,0.16,0.203,0.07,0.055999999999999994,0.066,0.03,0.838,0.005,0.833,0.675,0.135,0.657,0.047,0.162,5276,0.207,0.34600000000000003,0.259,0.138
1400000US48113018139,"Census Tract 181.39, Dallas County, Texas",2907,0.023,0.011000000000000001,0.036000000000000004,0.043,0.127,0.22,0.11900000000000001,0.331,0.066,0.025,0.888,0.0,0.888,0.728,0.06,0.79,0.057,0.11199999999999999,8923,0.209,0.17600000000000002,0.475,0.122
1400000US48113018140,"Census Tract 181.40, Dallas County, Texas",1899,0.026000000000000002,0.006,0.011000000000000001,0.042,0.146,0.095,0.152,0.332,0.10300000000000001,0.08800000000000001,0.919,0.0,0.919,0.74,0.06,0.799,0.037000000000000005,0.081,6018,0.21600000000000003,0.196,0.461,0.10400000000000001
1400000US48113018141,"Census Tract 181.41, Dallas County, Texas",1755,0.07200000000000001,0.052000000000000005,0.175,0.156,0.213,0.253,0.034,0.021,0.01,0.015,0.825,0.006,0.8190000000000001,0.609,0.21,0.557,0.040999999999999995,0.175,4017,0.263,0.26,0.41700000000000004,0.016
1400000US48113018142,"Census Tract 181.42, Dallas County, Texas",1162,0.052000000000000005,0.006,0.047,0.054000000000000006,0.184,0.161,0.24100000000000002,0.14800000000000002,0.079,0.027999999999999997,0.8759999999999999,0.0,0.8759999999999999,0.659,0.065,0.792,0.091,0.124,3482,0.26,0.188,0.376,0.092
1400000US48113018203,"Census Tract 182.03, Dallas County, Texas",1745,0.023,0.006,0.028999999999999998,0.068,0.203,0.24100000000000002,0.22,0.162,0.019,0.03,0.899,0.0,0.899,0.645,0.10300000000000001,0.778,0.08,0.10099999999999999,7049,0.49200000000000005,0.275,0.092,0.094
1400000US48113018204,"Census Tract 182.04, Dallas County, Texas",1099,0.04,0.024,0.159,0.126,0.145,0.275,0.106,0.10400000000000001,0.022000000000000002,0.0,0.7120000000000001,0.0,0.7120000000000001,0.569,0.08900000000000001,0.49,0.05,0.28800000000000003,4781,0.764,0.15,0.039,0.013999999999999999
1400000US48113018205,"Census Tract 182.05, Dallas County, Texas",1346,0.062,0.055999999999999994,0.048,0.131,0.264,0.262,0.031,0.10300000000000001,0.028999999999999998,0.013000000000000001,0.86,0.0,0.86,0.718,0.13699999999999998,0.652,0.027000000000000003,0.14,4449,0.56,0.161,0.172,0.08800000000000001
1400000US48113018206,"Census Tract 182.06, Dallas County, Texas",1147,0.063,0.092,0.165,0.128,0.172,0.21600000000000003,0.09,0.057999999999999996,0.017,0.0,0.716,0.0,0.716,0.527,0.175,0.513,0.006999999999999999,0.284,4716,0.8059999999999999,0.026000000000000002,0.157,0.0
1400000US48113018300,"Census Tract 183, Dallas County, Texas",2082,0.062,0.031,0.122,0.158,0.105,0.302,0.078,0.086,0.026000000000000002,0.028999999999999998,0.8029999999999999,0.0,0.8029999999999999,0.594,0.114,0.66,0.054000000000000006,0.19699999999999998,6642,0.627,0.024,0.307,0.027999999999999997
1400000US48113018401,"Census Tract 184.01, Dallas County, Texas",1498,0.025,0.049,0.125,0.136,0.109,0.19,0.14400000000000002,0.11,0.055,0.057999999999999996,0.813,0.0,0.813,0.5820000000000001,0.12300000000000001,0.637,0.017,0.187,5025,0.623,0.057999999999999996,0.292,0.009000000000000001
1400000US48113018402,"Census Tract 184.02, Dallas County, Texas",1328,0.013999999999999999,0.049,0.06,0.08900000000000001,0.139,0.18100000000000002,0.158,0.156,0.141,0.013999999999999999,0.899,0.006999999999999999,0.892,0.715,0.133,0.759,0.02,0.10099999999999999,4786,0.514,0.068,0.39899999999999997,0.002
1400000US48113018403,"Census Tract 184.03, Dallas County, Texas",450,0.04,0.149,0.053,0.156,0.24,0.2,0.113,0.038,0.0,0.011000000000000001,0.7490000000000001,0.024,0.7240000000000001,0.6759999999999999,0.324,0.34,0.027000000000000003,0.251,1178,0.629,0.183,0.149,0.0
1400000US48113018501,"Census Tract 185.01, Dallas County, Texas",1190,0.032,0.081,0.10300000000000001,0.10800000000000001,0.205,0.20600000000000002,0.067,0.134,0.053,0.011000000000000001,0.816,0.004,0.812,0.613,0.212,0.555,0.057,0.184,4316,0.642,0.068,0.226,0.02
1400000US48113018503,"Census Tract 185.03, Dallas County, Texas",2870,0.086,0.048,0.24,0.151,0.184,0.17800000000000002,0.08199999999999999,0.032,0.0,0.0,0.742,0.0,0.742,0.486,0.145,0.5670000000000001,0.036000000000000004,0.258,6042,0.18600000000000003,0.6729999999999999,0.11199999999999999,0.019
1400000US48113018505,"Census Tract 185.05, Dallas County, Texas",1827,0.091,0.07200000000000001,0.175,0.212,0.177,0.18600000000000003,0.053,0.033,0.0,0.0,0.76,0.0,0.76,0.527,0.159,0.591,0.034,0.24,4507,0.4,0.455,0.115,0.011000000000000001
1400000US48113018506,"Census Tract 185.06, Dallas County, Texas",1600,0.07400000000000001,0.035,0.273,0.19399999999999998,0.10099999999999999,0.264,0.024,0.012,0.021,0.0,0.596,0.0,0.596,0.461,0.207,0.384,0.006999999999999999,0.40399999999999997,3888,0.251,0.578,0.127,0.019
1400000US48113018600,"Census Tract 186, Dallas County, Texas",1327,0.032,0.055,0.06,0.129,0.184,0.23399999999999999,0.161,0.08900000000000001,0.037000000000000005,0.018000000000000002,0.815,0.0,0.815,0.573,0.078,0.637,0.054000000000000006,0.185,3729,0.499,0.015,0.473,0.0
1400000US48113018700,"Census Tract 187, Dallas County, Texas",1954,0.054000000000000006,0.086,0.081,0.17,0.21,0.218,0.114,0.045,0.01,0.012,0.7929999999999999,0.0,0.7929999999999999,0.664,0.18899999999999997,0.5539999999999999,0.0,0.207,7123,0.762,0.045,0.18,0.0
1400000US48113018801,"Census Tract 188.01, Dallas County, Texas",1368,0.043,0.013000000000000001,0.07400000000000001,0.124,0.221,0.301,0.083,0.11800000000000001,0.004,0.017,0.872,0.0,0.872,0.66,0.11599999999999999,0.688,0.06,0.128,5235,0.639,0.04,0.245,0.07
1400000US48113018802,"Census Tract 188.02, Dallas County, Texas",506,0.024,0.02,0.121,0.17600000000000002,0.221,0.237,0.08900000000000001,0.083,0.016,0.013999999999999999,0.81,0.0,0.81,0.672,0.166,0.621,0.034,0.19,1483,0.488,0.136,0.314,0.055999999999999994
1400000US48113018900,"Census Tract 189, Dallas County, Texas",1865,0.044000000000000004,0.031,0.08800000000000001,0.114,0.22,0.21,0.09300000000000001,0.154,0.046,0.0,0.879,0.0,0.879,0.647,0.078,0.738,0.040999999999999995,0.121,6170,0.473,0.10300000000000001,0.289,0.127
